candidate_alias,canonical_ingredient,item_seq,item_name,ingr_name,is_combination,combination_basis_ingredient,combination_notice_required,combo_relation_ingredient_count,source_url,source_method,source_checked_at,detail_source_method,detail_checked_at,confidence,risk_level,batch_id,approved_ready,incorporated,reason,reviewer_required
듀카브플러스정60/5/12.5밀리그램,히드로클로로티아지드,202201264,듀카브플러스정60/5/12.5밀리그램,암로디핀베실산염 / 피마사르탄칼륨삼수화물 과립 / 히드로클로로티아지드,True,히드로클로로티아지드,True,1,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=202201264,nedrug.searchDrug,2026-06-11,nedrug.getItemDetail,2026-06-12,high,low,v0.8-hctz-1,True,False,getItemDetail 상세확정: 복합제 주성분 중 relation 보유 성분 정확히 1개(=canonical). 복합제 고지 필요. G4 반영 대상,True
듀카브플러스정60/5/25밀리그램,히드로클로로티아지드,202202455,듀카브플러스정60/5/25밀리그램,암로디핀베실산염 / 피마사르탄칼륨삼수화물 과립 / 히드로클로로티아지드,True,히드로클로로티아지드,True,1,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=202202455,nedrug.searchDrug,2026-06-11,nedrug.getItemDetail,2026-06-12,high,low,v0.8-hctz-1,True,False,getItemDetail 상세확정: 복합제 주성분 중 relation 보유 성분 정확히 1개(=canonical). 복합제 고지 필요. G4 반영 대상,True
디로탄플러스정,히드로클로로티아지드,200807090,디로탄플러스정,발사르탄 / 히드로클로로티아지드,True,히드로클로로티아지드,True,1,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=200807090,nedrug.searchDrug,2026-06-11,nedrug.getItemDetail,2026-06-12,high,low,v0.8-hctz-1,True,False,getItemDetail 상세확정: 복합제 주성분 중 relation 보유 성분 정확히 1개(=canonical). 복합제 고지 필요. G4 반영 대상,True
"디로탄플러스정160/12.5mg(발사르탄, 히드로클로로티아지드)",히드로클로로티아지드,200808247,"디로탄플러스정160/12.5mg(발사르탄, 히드로클로로티아지드)",발사르탄 / 히드로클로로티아지드,True,히드로클로로티아지드,True,1,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=200808247,nedrug.searchDrug,2026-06-11,nedrug.getItemDetail,2026-06-12,high,low,v0.8-hctz-1,True,False,getItemDetail 상세확정: 복합제 주성분 중 relation 보유 성분 정확히 1개(=canonical). 복합제 고지 필요. G4 반영 대상,True
디발탄플러스정80/12.5밀리그램,히드로클로로티아지드,201203611,디발탄플러스정80/12.5밀리그램,발사르탄 / 히드로클로로티아지드,True,히드로클로로티아지드,True,1,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=201203611,nedrug.searchDrug,2026-06-11,nedrug.getItemDetail,2026-06-12,high,low,v0.8-hctz-1,True,False,getItemDetail 상세확정: 복합제 주성분 중 relation 보유 성분 정확히 1개(=canonical). 복합제 고지 필요. G4 반영 대상,True
디오브이플러스정160/12.5mg,히드로클로로티아지드,201603746,디오브이플러스정160/12.5mg,발사르탄 / 히드로클로로티아지드,True,히드로클로로티아지드,True,1,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=201603746,nedrug.searchDrug,2026-06-11,nedrug.getItemDetail,2026-06-12,high,low,v0.8-hctz-1,True,False,getItemDetail 상세확정: 복합제 주성분 중 relation 보유 성분 정확히 1개(=canonical). 복합제 고지 필요. G4 반영 대상,True
디오브이플러스정80/12.5mg,히드로클로로티아지드,201603747,디오브이플러스정80/12.5mg,발사르탄 / 히드로클로로티아지드,True,히드로클로로티아지드,True,1,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=201603747,nedrug.searchDrug,2026-06-11,nedrug.getItemDetail,2026-06-12,high,low,v0.8-hctz-1,True,False,getItemDetail 상세확정: 복합제 주성분 중 relation 보유 성분 정확히 1개(=canonical). 복합제 고지 필요. G4 반영 대상,True
라코르정120/12.5밀리그램,히드로클로로티아지드,201309443,라코르정120/12.5밀리그램,피마사르탄칼륨삼수화물 / 히드로클로로티아지드,True,히드로클로로티아지드,True,1,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=201309443,nedrug.searchDrug,2026-06-11,nedrug.getItemDetail,2026-06-12,high,low,v0.8-hctz-1,True,False,getItemDetail 상세확정: 복합제 주성분 중 relation 보유 성분 정확히 1개(=canonical). 복합제 고지 필요. G4 반영 대상,True
라코르정60/12.5밀리그램,히드로클로로티아지드,201307931,라코르정60/12.5밀리그램,피마사르탄칼륨삼수화물 / 히드로클로로티아지드,True,히드로클로로티아지드,True,1,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=201307931,nedrug.searchDrug,2026-06-11,nedrug.getItemDetail,2026-06-12,high,low,v0.8-hctz-1,True,False,getItemDetail 상세확정: 복합제 주성분 중 relation 보유 성분 정확히 1개(=canonical). 복합제 고지 필요. G4 반영 대상,True
로더플러스정,히드로클로로티아지드,200608192,로더플러스정,로사르탄칼륨 / 히드로클로로티아지드,True,히드로클로로티아지드,True,1,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=200608192,nedrug.searchDrug,2026-06-11,nedrug.getItemDetail,2026-06-12,high,low,v0.8-hctz-1,True,False,getItemDetail 상세확정: 복합제 주성분 중 relation 보유 성분 정확히 1개(=canonical). 복합제 고지 필요. G4 반영 대상,True
로메탄에이치씨티정10/40/12.5밀리그램,히드로클로로티아지드,202002694,로메탄에이치씨티정10/40/12.5밀리그램,암로디핀베실산염 / 올메사르탄메독소밀 / 히드로클로로티아지드,True,히드로클로로티아지드,True,1,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=202002694,nedrug.searchDrug,2026-06-11,nedrug.getItemDetail,2026-06-12,high,low,v0.8-hctz-1,True,False,getItemDetail 상세확정: 복합제 주성분 중 relation 보유 성분 정확히 1개(=canonical). 복합제 고지 필요. G4 반영 대상,True
로메탄에이치씨티정5/20/12.5밀리그램,히드로클로로티아지드,202002698,로메탄에이치씨티정5/20/12.5밀리그램,암로디핀베실산염 / 올메사르탄메독소밀 / 히드로클로로티아지드,True,히드로클로로티아지드,True,1,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=202002698,nedrug.searchDrug,2026-06-11,nedrug.getItemDetail,2026-06-12,high,low,v0.8-hctz-1,True,False,getItemDetail 상세확정: 복합제 주성분 중 relation 보유 성분 정확히 1개(=canonical). 복합제 고지 필요. G4 반영 대상,True
로메탄에이치씨티정5/40/12.5밀리그램,히드로클로로티아지드,202002697,로메탄에이치씨티정5/40/12.5밀리그램,암로디핀베실산염 / 올메사르탄메독소밀 / 히드로클로로티아지드,True,히드로클로로티아지드,True,1,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=202002697,nedrug.searchDrug,2026-06-11,nedrug.getItemDetail,2026-06-12,high,low,v0.8-hctz-1,True,False,getItemDetail 상세확정: 복합제 주성분 중 relation 보유 성분 정확히 1개(=canonical). 복합제 고지 필요. G4 반영 대상,True
로사닌플러스에프정,히드로클로로티아지드,200608254,로사닌플러스에프정,로사르탄칼륨 / 히드로클로로티아지드,True,히드로클로로티아지드,True,1,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=200608254,nedrug.searchDrug,2026-06-11,nedrug.getItemDetail,2026-06-12,high,low,v0.8-hctz-1,True,False,getItemDetail 상세확정: 복합제 주성분 중 relation 보유 성분 정확히 1개(=canonical). 복합제 고지 필요. G4 반영 대상,True
로사닌플러스정,히드로클로로티아지드,200608255,로사닌플러스정,로사르탄칼륨 / 히드로클로로티아지드,True,히드로클로로티아지드,True,1,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=200608255,nedrug.searchDrug,2026-06-11,nedrug.getItemDetail,2026-06-12,high,low,v0.8-hctz-1,True,False,getItemDetail 상세확정: 복합제 주성분 중 relation 보유 성분 정확히 1개(=canonical). 복합제 고지 필요. G4 반영 대상,True
로사르플러스에프정,히드로클로로티아지드,201906270,로사르플러스에프정,로사르탄칼륨 / 히드로클로로티아지드,True,히드로클로로티아지드,True,1,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=201906270,nedrug.searchDrug,2026-06-11,nedrug.getItemDetail,2026-06-12,high,low,v0.8-hctz-1,True,False,getItemDetail 상세확정: 복합제 주성분 중 relation 보유 성분 정확히 1개(=canonical). 복합제 고지 필요. G4 반영 대상,True
로사르플러스정,히드로클로로티아지드,201705814,로사르플러스정,로사르탄칼륨 / 히드로클로로티아지드,True,히드로클로로티아지드,True,1,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=201705814,nedrug.searchDrug,2026-06-11,nedrug.getItemDetail,2026-06-12,high,low,v0.8-hctz-1,True,False,getItemDetail 상세확정: 복합제 주성분 중 relation 보유 성분 정확히 1개(=canonical). 복합제 고지 필요. G4 반영 대상,True
로사맥스플러스정,히드로클로로티아지드,200701917,로사맥스플러스정,로사르탄칼륨 / 히드로클로로티아지드,True,히드로클로로티아지드,True,1,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=200701917,nedrug.searchDrug,2026-06-11,nedrug.getItemDetail,2026-06-12,high,low,v0.8-hctz-1,True,False,getItemDetail 상세확정: 복합제 주성분 중 relation 보유 성분 정확히 1개(=canonical). 복합제 고지 필요. G4 반영 대상,True
로사윈플러스정,히드로클로로티아지드,201804954,로사윈플러스정,로사르탄칼륨 / 히드로클로로티아지드,True,히드로클로로티아지드,True,1,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=201804954,nedrug.searchDrug,2026-06-11,nedrug.getItemDetail,2026-06-12,high,low,v0.8-hctz-1,True,False,getItemDetail 상세확정: 복합제 주성분 중 relation 보유 성분 정확히 1개(=canonical). 복합제 고지 필요. G4 반영 대상,True
로사크로디정,히드로클로로티아지드,202000328,로사크로디정,로사르탄칼륨 / 히드로클로로티아지드,True,히드로클로로티아지드,True,1,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=202000328,nedrug.searchDrug,2026-06-11,nedrug.getItemDetail,2026-06-12,high,low,v0.8-hctz-1,True,False,getItemDetail 상세확정: 복합제 주성분 중 relation 보유 성분 정확히 1개(=canonical). 복합제 고지 필요. G4 반영 대상,True
로사타플러스에프정,히드로클로로티아지드,200703170,로사타플러스에프정,로사르탄칼륨 / 히드로클로로티아지드,True,히드로클로로티아지드,True,1,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=200703170,nedrug.searchDrug,2026-06-11,nedrug.getItemDetail,2026-06-12,high,low,v0.8-hctz-1,True,False,getItemDetail 상세확정: 복합제 주성분 중 relation 보유 성분 정확히 1개(=canonical). 복합제 고지 필요. G4 반영 대상,True
로사타플러스정,히드로클로로티아지드,200703169,로사타플러스정,로사르탄칼륨 / 히드로클로로티아지드,True,히드로클로로티아지드,True,1,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=200703169,nedrug.searchDrug,2026-06-11,nedrug.getItemDetail,2026-06-12,high,low,v0.8-hctz-1,True,False,getItemDetail 상세확정: 복합제 주성분 중 relation 보유 성분 정확히 1개(=canonical). 복합제 고지 필요. G4 반영 대상,True
로사탄플러스정,히드로클로로티아지드,201310295,로사탄플러스정,로사르탄칼륨 / 히드로클로로티아지드,True,히드로클로로티아지드,True,1,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=201310295,nedrug.searchDrug,2026-06-12,nedrug.getItemDetail,2026-06-12,high,low,v0.8-hctz-1,True,False,getItemDetail 상세확정: 복합제 주성분 중 relation 보유 성분 정확히 1개(=canonical). 복합제 고지 필요. G4 반영 대상,True
로사탈플러스정,히드로클로로티아지드,201904374,로사탈플러스정,로사르탄칼륨 / 히드로클로로티아지드,True,히드로클로로티아지드,True,1,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=201904374,nedrug.searchDrug,2026-06-12,nedrug.getItemDetail,2026-06-12,high,low,v0.8-hctz-1,True,False,getItemDetail 상세확정: 복합제 주성분 중 relation 보유 성분 정확히 1개(=canonical). 복합제 고지 필요. G4 반영 대상,True
로사텍플러스에프정,히드로클로로티아지드,202001999,로사텍플러스에프정,로사르탄칼륨 / 히드로클로로티아지드,True,히드로클로로티아지드,True,1,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=202001999,nedrug.searchDrug,2026-06-12,nedrug.getItemDetail,2026-06-12,high,low,v0.8-hctz-1,True,False,getItemDetail 상세확정: 복합제 주성분 중 relation 보유 성분 정확히 1개(=canonical). 복합제 고지 필요. G4 반영 대상,True
로사텍플러스정,히드로클로로티아지드,201906383,로사텍플러스정,로사르탄칼륨 / 히드로클로로티아지드,True,히드로클로로티아지드,True,1,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=201906383,nedrug.searchDrug,2026-06-12,nedrug.getItemDetail,2026-06-12,high,low,v0.8-hctz-1,True,False,getItemDetail 상세확정: 복합제 주성분 중 relation 보유 성분 정확히 1개(=canonical). 복합제 고지 필요. G4 반영 대상,True
로사트플러스정,히드로클로로티아지드,200608219,로사트플러스정,로사르탄칼륨 / 히드로클로로티아지드,True,히드로클로로티아지드,True,1,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=200608219,nedrug.searchDrug,2026-06-12,nedrug.getItemDetail,2026-06-12,high,low,v0.8-hctz-1,True,False,getItemDetail 상세확정: 복합제 주성분 중 relation 보유 성분 정확히 1개(=canonical). 복합제 고지 필요. G4 반영 대상,True
로사틴플러스에프정,히드로클로로티아지드,201802623,로사틴플러스에프정,로사르탄칼륨 / 히드로클로로티아지드,True,히드로클로로티아지드,True,1,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=201802623,nedrug.searchDrug,2026-06-12,nedrug.getItemDetail,2026-06-12,high,low,v0.8-hctz-1,True,False,getItemDetail 상세확정: 복합제 주성분 중 relation 보유 성분 정확히 1개(=canonical). 복합제 고지 필요. G4 반영 대상,True
로사플러스-에프정,히드로클로로티아지드,200607942,로사플러스-에프정,로사르탄칼륨 / 히드로클로로티아지드,True,히드로클로로티아지드,True,1,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=200607942,nedrug.searchDrug,2026-06-12,nedrug.getItemDetail,2026-06-12,high,low,v0.8-hctz-1,True,False,getItemDetail 상세확정: 복합제 주성분 중 relation 보유 성분 정확히 1개(=canonical). 복합제 고지 필요. G4 반영 대상,True
로사플러스정,히드로클로로티아지드,200607941,로사플러스정,로사르탄칼륨 / 히드로클로로티아지드,True,히드로클로로티아지드,True,1,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=200607941,nedrug.searchDrug,2026-06-12,nedrug.getItemDetail,2026-06-12,high,low,v0.8-hctz-1,True,False,getItemDetail 상세확정: 복합제 주성분 중 relation 보유 성분 정확히 1개(=canonical). 복합제 고지 필요. G4 반영 대상,True
로살탄플러스정,히드로클로로티아지드,200607707,로살탄플러스정,로사르탄칼륨 / 히드로클로로티아지드,True,히드로클로로티아지드,True,1,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=200607707,nedrug.searchDrug,2026-06-11,nedrug.getItemDetail,2026-06-12,high,low,v0.8-hctz-1,True,False,getItemDetail 상세확정: 복합제 주성분 중 relation 보유 성분 정확히 1개(=canonical). 복합제 고지 필요. G4 반영 대상,True
로우비카에이치씨티정10/40/12.5밀리그램,히드로클로로티아지드,201900774,로우비카에이치씨티정10/40/12.5밀리그램,암로디핀베실산염 / 올메사르탄메독소밀 / 히드로클로로티아지드,True,히드로클로로티아지드,True,1,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=201900774,nedrug.searchDrug,2026-06-12,nedrug.getItemDetail,2026-06-12,high,low,v0.8-hctz-1,True,False,getItemDetail 상세확정: 복합제 주성분 중 relation 보유 성분 정확히 1개(=canonical). 복합제 고지 필요. G4 반영 대상,True
로우비카에이치씨티정5/20/12.5밀리그램,히드로클로로티아지드,201900768,로우비카에이치씨티정5/20/12.5밀리그램,암로디핀베실산염 / 올메사르탄메독소밀 / 히드로클로로티아지드,True,히드로클로로티아지드,True,1,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=201900768,nedrug.searchDrug,2026-06-12,nedrug.getItemDetail,2026-06-12,high,low,v0.8-hctz-1,True,False,getItemDetail 상세확정: 복합제 주성분 중 relation 보유 성분 정확히 1개(=canonical). 복합제 고지 필요. G4 반영 대상,True
로우비카에이치씨티정5/40/12.5밀리그램,히드로클로로티아지드,201900767,로우비카에이치씨티정5/40/12.5밀리그램,암로디핀베실산염 / 올메사르탄메독소밀 / 히드로클로로티아지드,True,히드로클로로티아지드,True,1,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=201900767,nedrug.searchDrug,2026-06-12,nedrug.getItemDetail,2026-06-12,high,low,v0.8-hctz-1,True,False,getItemDetail 상세확정: 복합제 주성분 중 relation 보유 성분 정확히 1개(=canonical). 복합제 고지 필요. G4 반영 대상,True
"로우탄플러스정(올메사르탄메독소밀, 히드로클로로티아지드)",히드로클로로티아지드,201603967,"로우탄플러스정(올메사르탄메독소밀, 히드로클로로티아지드)",올메사르탄메독소밀 / 히드로클로로티아지드,True,히드로클로로티아지드,True,1,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=201603967,nedrug.searchDrug,2026-06-12,nedrug.getItemDetail,2026-06-12,high,low,v0.8-hctz-1,True,False,getItemDetail 상세확정: 복합제 주성분 중 relation 보유 성분 정확히 1개(=canonical). 복합제 고지 필요. G4 반영 대상,True
로우텍플러스정20/12.5밀리그램,히드로클로로티아지드,201308504,로우텍플러스정20/12.5밀리그램,올메사탄메독소밀 / 히드로클로로티아지드,True,히드로클로로티아지드,True,1,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=201308504,nedrug.searchDrug,2026-06-12,nedrug.getItemDetail,2026-06-12,high,low,v0.8-hctz-1,True,False,getItemDetail 상세확정: 복합제 주성분 중 relation 보유 성분 정확히 1개(=canonical). 복합제 고지 필요. G4 반영 대상,True
로자딘플러스정,히드로클로로티아지드,202000847,로자딘플러스정,로사르탄칼륨 / 히드로클로로티아지드,True,히드로클로로티아지드,True,1,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=202000847,nedrug.searchDrug,2026-06-12,nedrug.getItemDetail,2026-06-12,high,low,v0.8-hctz-1,True,False,getItemDetail 상세확정: 복합제 주성분 중 relation 보유 성분 정확히 1개(=canonical). 복합제 고지 필요. G4 반영 대상,True
로자살탄플러스에프정,히드로클로로티아지드,200700468,로자살탄플러스에프정,로사르탄칼륨 / 히드로클로로티아지드,True,히드로클로로티아지드,True,1,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=200700468,nedrug.searchDrug,2026-06-12,nedrug.getItemDetail,2026-06-12,high,low,v0.8-hctz-1,True,False,getItemDetail 상세확정: 복합제 주성분 중 relation 보유 성분 정확히 1개(=canonical). 복합제 고지 필요. G4 반영 대상,True
로자살탄플러스정,히드로클로로티아지드,200600123,로자살탄플러스정,로사르탄칼륨 / 히드로클로로티아지드,True,히드로클로로티아지드,True,1,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=200600123,nedrug.searchDrug,2026-06-12,nedrug.getItemDetail,2026-06-12,high,low,v0.8-hctz-1,True,False,getItemDetail 상세확정: 복합제 주성분 중 relation 보유 성분 정확히 1개(=canonical). 복합제 고지 필요. G4 반영 대상,True
로자살탄플러스프로정,히드로클로로티아지드,200808248,로자살탄플러스프로정,로사르탄칼륨 / 히드로클로로티아지드,True,히드로클로로티아지드,True,1,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=200808248,nedrug.searchDrug,2026-06-12,nedrug.getItemDetail,2026-06-12,high,low,v0.8-hctz-1,True,False,getItemDetail 상세확정: 복합제 주성분 중 relation 보유 성분 정확히 1개(=canonical). 복합제 고지 필요. G4 반영 대상,True
로자신플러스정,히드로클로로티아지드,200708264,로자신플러스정,로사르탄칼륨 / 히드로클로로티아지드,True,히드로클로로티아지드,True,1,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=200708264,nedrug.searchDrug,2026-06-12,nedrug.getItemDetail,2026-06-12,high,low,v0.8-hctz-1,True,False,getItemDetail 상세확정: 복합제 주성분 중 relation 보유 성분 정확히 1개(=canonical). 복합제 고지 필요. G4 반영 대상,True
로자인플러스에프정,히드로클로로티아지드,201508004,로자인플러스에프정,로사르탄칼륨 / 히드로클로로티아지드,True,히드로클로로티아지드,True,1,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=201508004,nedrug.searchDrug,2026-06-12,nedrug.getItemDetail,2026-06-12,high,low,v0.8-hctz-1,True,False,getItemDetail 상세확정: 복합제 주성분 중 relation 보유 성분 정확히 1개(=canonical). 복합제 고지 필요. G4 반영 대상,True
로자인플러스정,히드로클로로티아지드,201508003,로자인플러스정,로사르탄칼륨 / 히드로클로로티아지드,True,히드로클로로티아지드,True,1,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=201508003,nedrug.searchDrug,2026-06-12,nedrug.getItemDetail,2026-06-12,high,low,v0.8-hctz-1,True,False,getItemDetail 상세확정: 복합제 주성분 중 relation 보유 성분 정확히 1개(=canonical). 복합제 고지 필요. G4 반영 대상,True
"로자칼플러스에프정(로사르탄칼륨,히드로클로로티아지드)",히드로클로로티아지드,200607669,"로자칼플러스에프정(로사르탄칼륨,히드로클로로티아지드)",로사르탄칼륨 / 히드로클로로티아지드,True,히드로클로로티아지드,True,1,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=200607669,nedrug.searchDrug,2026-06-12,nedrug.getItemDetail,2026-06-12,high,low,v0.8-hctz-1,True,False,getItemDetail 상세확정: 복합제 주성분 중 relation 보유 성분 정확히 1개(=canonical). 복합제 고지 필요. G4 반영 대상,True
"로자칼플러스정(로사르탄칼륨, 히드로클로로티아지드)",히드로클로로티아지드,200607668,"로자칼플러스정(로사르탄칼륨, 히드로클로로티아지드)",로사르탄칼륨 / 히드로클로로티아지드,True,히드로클로로티아지드,True,1,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=200607668,nedrug.searchDrug,2026-06-12,nedrug.getItemDetail,2026-06-12,high,low,v0.8-hctz-1,True,False,getItemDetail 상세확정: 복합제 주성분 중 relation 보유 성분 정확히 1개(=canonical). 복합제 고지 필요. G4 반영 대상,True
로자타플러스에프정,히드로클로로티아지드,200607777,로자타플러스에프정,로사르탄칼륨 / 히드로클로로티아지드,True,히드로클로로티아지드,True,1,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=200607777,nedrug.searchDrug,2026-06-12,nedrug.getItemDetail,2026-06-12,high,low,v0.8-hctz-1,True,False,getItemDetail 상세확정: 복합제 주성분 중 relation 보유 성분 정확히 1개(=canonical). 복합제 고지 필요. G4 반영 대상,True
로자타플러스정,히드로클로로티아지드,200607776,로자타플러스정,로사르탄칼륨 / 히드로클로로티아지드,True,히드로클로로티아지드,True,1,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=200607776,nedrug.searchDrug,2026-06-12,nedrug.getItemDetail,2026-06-12,high,low,v0.8-hctz-1,True,False,getItemDetail 상세확정: 복합제 주성분 중 relation 보유 성분 정확히 1개(=canonical). 복합제 고지 필요. G4 반영 대상,True
로자탈플러스정,히드로클로로티아지드,201708478,로자탈플러스정,로사르탄칼륨 / 히드로클로로티아지드,True,히드로클로로티아지드,True,1,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=201708478,nedrug.searchDrug,2026-06-12,nedrug.getItemDetail,2026-06-12,high,low,v0.8-hctz-1,True,False,getItemDetail 상세확정: 복합제 주성분 중 relation 보유 성분 정확히 1개(=canonical). 복합제 고지 필요. G4 반영 대상,True
로자탐플러스에프정,히드로클로로티아지드,200809464,로자탐플러스에프정,로사르탄칼륨 / 히드로클로로티아지드,True,히드로클로로티아지드,True,1,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=200809464,nedrug.searchDrug,2026-06-12,nedrug.getItemDetail,2026-06-12,high,low,v0.8-hctz-1,True,False,getItemDetail 상세확정: 복합제 주성분 중 relation 보유 성분 정확히 1개(=canonical). 복합제 고지 필요. G4 반영 대상,True
로자탐플러스정,히드로클로로티아지드,200809791,로자탐플러스정,로사르탄칼륨 / 히드로클로로티아지드,True,히드로클로로티아지드,True,1,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=200809791,nedrug.searchDrug,2026-06-12,nedrug.getItemDetail,2026-06-12,high,low,v0.8-hctz-1,True,False,getItemDetail 상세확정: 복합제 주성분 중 relation 보유 성분 정확히 1개(=canonical). 복합제 고지 필요. G4 반영 대상,True
로자틴플러스에프정,히드로클로로티아지드,200607958,로자틴플러스에프정,로사르탄칼륨 / 히드로클로로티아지드,True,히드로클로로티아지드,True,1,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=200607958,nedrug.searchDrug,2026-06-12,nedrug.getItemDetail,2026-06-12,high,low,v0.8-hctz-1,True,False,getItemDetail 상세확정: 복합제 주성분 중 relation 보유 성분 정확히 1개(=canonical). 복합제 고지 필요. G4 반영 대상,True
로자틴플러스정,히드로클로로티아지드,200607957,로자틴플러스정,로사르탄칼륨 / 히드로클로로티아지드,True,히드로클로로티아지드,True,1,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=200607957,nedrug.searchDrug,2026-06-12,nedrug.getItemDetail,2026-06-12,high,low,v0.8-hctz-1,True,False,getItemDetail 상세확정: 복합제 주성분 중 relation 보유 성분 정확히 1개(=canonical). 복합제 고지 필요. G4 반영 대상,True
로자플엠정,히드로클로로티아지드,201310333,로자플엠정,로사르탄칼륨 / 히드로클로로티아지드,True,히드로클로로티아지드,True,1,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=201310333,nedrug.searchDrug,2026-06-12,nedrug.getItemDetail,2026-06-12,high,low,v0.8-hctz-1,True,False,getItemDetail 상세확정: 복합제 주성분 중 relation 보유 성분 정확히 1개(=canonical). 복합제 고지 필요. G4 반영 대상,True
로잘플러스정,히드로클로로티아지드,200607930,로잘플러스정,로사르탄칼륨 / 히드로클로로티아지드,True,히드로클로로티아지드,True,1,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=200607930,nedrug.searchDrug,2026-06-12,nedrug.getItemDetail,2026-06-12,high,low,v0.8-hctz-1,True,False,getItemDetail 상세확정: 복합제 주성분 중 relation 보유 성분 정확히 1개(=canonical). 복합제 고지 필요. G4 반영 대상,True
로잘핀플러스정,히드로클로로티아지드,201405989,로잘핀플러스정,로사르탄칼륨 / 히드로클로로티아지드,True,히드로클로로티아지드,True,1,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=201405989,nedrug.searchDrug,2026-06-12,nedrug.getItemDetail,2026-06-12,high,low,v0.8-hctz-1,True,False,getItemDetail 상세확정: 복합제 주성분 중 relation 보유 성분 정확히 1개(=canonical). 복합제 고지 필요. G4 반영 대상,True
