candidate_alias,canonical_ingredient,item_seq,item_name,ingr_name,is_combination,combination_basis_ingredient,combination_notice_required,combo_relation_ingredient_count,source_url,source_method,source_checked_at,detail_source_method,detail_checked_at,confidence,risk_level,batch_id,approved_ready,incorporated,reason,reviewer_required,incorporated_alias_batch,incorporated_at
글루시타듀오정50/850밀리그램,메트포르민,202204576,글루시타듀오정50/850밀리그램,메트포르민염산염 / 시타글립틴염산염수화물,True,메트포르민,True,1,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=202204576,nedrug.searchDrug,2026-06-12,nedrug.getItemDetail,2026-06-12,high,low,v0.7-combo-1,True,True,getItemDetail 상세확정: 복합제 주성분 중 relation 보유 성분 정확히 1개(=canonical). 복합제 고지 필요. G4 반영 대상,True,v0.7-combo-1,2026-06-12
글루코반스정500/2.5밀리그램,메트포르민,200307793,글루코반스정500/2.5밀리그램,글리벤클라미드 / 메트포르민염산염,True,메트포르민,True,1,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=200307793,nedrug.searchDrug,2026-06-12,nedrug.getItemDetail,2026-06-12,high,low,v0.7-combo-1,True,True,getItemDetail 상세확정: 복합제 주성분 중 relation 보유 성분 정확히 1개(=canonical). 복합제 고지 필요. G4 반영 대상,True,v0.7-combo-1,2026-06-12
글루코반스정500/5밀리그램,메트포르민,200307794,글루코반스정500/5밀리그램,글리벤클라미드 / 메트포르민염산염,True,메트포르민,True,1,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=200307794,nedrug.searchDrug,2026-06-12,nedrug.getItemDetail,2026-06-12,high,low,v0.7-combo-1,True,True,getItemDetail 상세확정: 복합제 주성분 중 relation 보유 성분 정확히 1개(=canonical). 복합제 고지 필요. G4 반영 대상,True,v0.7-combo-1,2026-06-12
글루파콤비정500/80mg,메트포르민,200708031,글루파콤비정500/80mg,글리클라지드 / 메트포르민염산염,True,메트포르민,True,1,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=200708031,nedrug.searchDrug,2026-06-12,nedrug.getItemDetail,2026-06-12,high,low,v0.7-combo-1,True,True,getItemDetail 상세확정: 복합제 주성분 중 relation 보유 성분 정확히 1개(=canonical). 복합제 고지 필요. G4 반영 대상,True,v0.7-combo-1,2026-06-12
글루펜엠정,메트포르민,201500899,글루펜엠정,글리메피리드 / 메트포르민염산염,True,메트포르민,True,1,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=201500899,nedrug.searchDrug,2026-06-12,nedrug.getItemDetail,2026-06-12,high,low,v0.7-combo-1,True,True,getItemDetail 상세확정: 복합제 주성분 중 relation 보유 성분 정확히 1개(=canonical). 복합제 고지 필요. G4 반영 대상,True,v0.7-combo-1,2026-06-12
"글루폴민정2/500밀리그램(글리메피리드, 메트포르민염산염)",메트포르민,201107513,"글루폴민정2/500밀리그램(글리메피리드, 메트포르민염산염)",글리메피리드 / 메트포르민염산염,True,메트포르민,True,1,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=201107513,nedrug.searchDrug,2026-06-12,nedrug.getItemDetail,2026-06-12,high,low,v0.7-combo-1,True,True,getItemDetail 상세확정: 복합제 주성분 중 relation 보유 성분 정확히 1개(=canonical). 복합제 고지 필요. G4 반영 대상,True,v0.7-combo-1,2026-06-12
글리마릴엠정2/500밀리그램,메트포르민,201109149,글리마릴엠정2/500밀리그램,글리메피리드 / 메트포르민염산염,True,메트포르민,True,1,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=201109149,nedrug.searchDrug,2026-06-12,nedrug.getItemDetail,2026-06-12,high,low,v0.7-combo-1,True,True,getItemDetail 상세확정: 복합제 주성분 중 relation 보유 성분 정확히 1개(=canonical). 복합제 고지 필요. G4 반영 대상,True,v0.7-combo-1,2026-06-12
글리매핀엠정2/500밀리그램,메트포르민,201107530,글리매핀엠정2/500밀리그램,글리메피리드 / 메트포르민염산염,True,메트포르민,True,1,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=201107530,nedrug.searchDrug,2026-06-12,nedrug.getItemDetail,2026-06-12,high,low,v0.7-combo-1,True,True,getItemDetail 상세확정: 복합제 주성분 중 relation 보유 성분 정확히 1개(=canonical). 복합제 고지 필요. G4 반영 대상,True,v0.7-combo-1,2026-06-12
글리메드엠정2/500밀리그램,메트포르민,201106950,글리메드엠정2/500밀리그램,글리메피리드 / 메트포르민염산염,True,메트포르민,True,1,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=201106950,nedrug.searchDrug,2026-06-12,nedrug.getItemDetail,2026-06-12,high,low,v0.7-combo-1,True,True,getItemDetail 상세확정: 복합제 주성분 중 relation 보유 성분 정확히 1개(=canonical). 복합제 고지 필요. G4 반영 대상,True,v0.7-combo-1,2026-06-12
글리메론정,메트포르민,201107234,글리메론정,글리메피리드 / 메트포르민염산염,True,메트포르민,True,1,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=201107234,nedrug.searchDrug,2026-06-12,nedrug.getItemDetail,2026-06-12,high,low,v0.7-combo-1,True,True,getItemDetail 상세확정: 복합제 주성분 중 relation 보유 성분 정확히 1개(=canonical). 복합제 고지 필요. G4 반영 대상,True,v0.7-combo-1,2026-06-12
글리메릴엠정,메트포르민,201107173,글리메릴엠정,글리메피리드 / 메트포르민염산염,True,메트포르민,True,1,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=201107173,nedrug.searchDrug,2026-06-12,nedrug.getItemDetail,2026-06-12,high,low,v0.7-combo-1,True,True,getItemDetail 상세확정: 복합제 주성분 중 relation 보유 성분 정확히 1개(=canonical). 복합제 고지 필요. G4 반영 대상,True,v0.7-combo-1,2026-06-12
글리메엠정1/250밀리그램,메트포르민,201107543,글리메엠정1/250밀리그램,글리메피리드 / 메트포르민염산염,True,메트포르민,True,1,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=201107543,nedrug.searchDrug,2026-06-12,nedrug.getItemDetail,2026-06-12,high,low,v0.7-combo-1,True,True,getItemDetail 상세확정: 복합제 주성분 중 relation 보유 성분 정확히 1개(=canonical). 복합제 고지 필요. G4 반영 대상,True,v0.7-combo-1,2026-06-12
글리메엠정2/500밀리그램,메트포르민,201107516,글리메엠정2/500밀리그램,글리메피리드 / 메트포르민염산염,True,메트포르민,True,1,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=201107516,nedrug.searchDrug,2026-06-12,nedrug.getItemDetail,2026-06-12,high,low,v0.7-combo-1,True,True,getItemDetail 상세확정: 복합제 주성분 중 relation 보유 성분 정확히 1개(=canonical). 복합제 고지 필요. G4 반영 대상,True,v0.7-combo-1,2026-06-12
글리메윈플러스정,메트포르민,201900246,글리메윈플러스정,글리메피리드 / 메트포르민염산염,True,메트포르민,True,1,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=201900246,nedrug.searchDrug,2026-06-12,nedrug.getItemDetail,2026-06-12,high,low,v0.7-combo-1,True,True,getItemDetail 상세확정: 복합제 주성분 중 relation 보유 성분 정확히 1개(=canonical). 복합제 고지 필요. G4 반영 대상,True,v0.7-combo-1,2026-06-12
"글리메자큐정50/1000밀리그램(시타글립틴,메트포르민)",메트포르민,202301975,"글리메자큐정50/1000밀리그램(시타글립틴,메트포르민)",메트포르민염산염 / 시타글립틴염산염수화물,True,메트포르민,True,1,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=202301975,nedrug.searchDrug,2026-06-12,nedrug.getItemDetail,2026-06-12,high,low,v0.7-combo-1,True,True,getItemDetail 상세확정: 복합제 주성분 중 relation 보유 성분 정확히 1개(=canonical). 복합제 고지 필요. G4 반영 대상,True,v0.7-combo-1,2026-06-12
"글리메자큐정50/500밀리그램(시타글립틴,메트포르민)",메트포르민,202301973,"글리메자큐정50/500밀리그램(시타글립틴,메트포르민)",메트포르민염산염 / 시타글립틴염산염수화물,True,메트포르민,True,1,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=202301973,nedrug.searchDrug,2026-06-12,nedrug.getItemDetail,2026-06-12,high,low,v0.7-combo-1,True,True,getItemDetail 상세확정: 복합제 주성분 중 relation 보유 성분 정확히 1개(=canonical). 복합제 고지 필요. G4 반영 대상,True,v0.7-combo-1,2026-06-12
"글리메자큐정50/850밀리그램(시타글립틴,메트포르민)",메트포르민,202301974,"글리메자큐정50/850밀리그램(시타글립틴,메트포르민)",메트포르민염산염 / 시타글립틴염산염수화물,True,메트포르민,True,1,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=202301974,nedrug.searchDrug,2026-06-12,nedrug.getItemDetail,2026-06-12,high,low,v0.7-combo-1,True,True,getItemDetail 상세확정: 복합제 주성분 중 relation 보유 성분 정확히 1개(=canonical). 복합제 고지 필요. G4 반영 대상,True,v0.7-combo-1,2026-06-12
글리멜엠정1/250밀리그램,메트포르민,201107526,글리멜엠정1/250밀리그램,글리메피리드 / 메트포르민염산염,True,메트포르민,True,1,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=201107526,nedrug.searchDrug,2026-06-12,nedrug.getItemDetail,2026-06-12,high,low,v0.7-combo-1,True,True,getItemDetail 상세확정: 복합제 주성분 중 relation 보유 성분 정확히 1개(=canonical). 복합제 고지 필요. G4 반영 대상,True,v0.7-combo-1,2026-06-12
글리멜엠정2/500밀리그램,메트포르민,201107272,글리멜엠정2/500밀리그램,글리메피리드 / 메트포르민염산염,True,메트포르민,True,1,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=201107272,nedrug.searchDrug,2026-06-12,nedrug.getItemDetail,2026-06-12,high,low,v0.7-combo-1,True,True,getItemDetail 상세확정: 복합제 주성분 중 relation 보유 성분 정확히 1개(=canonical). 복합제 고지 필요. G4 반영 대상,True,v0.7-combo-1,2026-06-12
글리미드엠정,메트포르민,201107515,글리미드엠정,글리메피리드 / 메트포르민염산염,True,메트포르민,True,1,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=201107515,nedrug.searchDrug,2026-06-12,nedrug.getItemDetail,2026-06-12,high,low,v0.7-combo-1,True,True,getItemDetail 상세확정: 복합제 주성분 중 relation 보유 성분 정확히 1개(=canonical). 복합제 고지 필요. G4 반영 대상,True,v0.7-combo-1,2026-06-12
글리밀엠정2/500mg,메트포르민,201905506,글리밀엠정2/500mg,글리메피리드 / 메트포르민염산염,True,메트포르민,True,1,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=201905506,nedrug.searchDrug,2026-06-12,nedrug.getItemDetail,2026-06-12,high,low,v0.7-combo-1,True,True,getItemDetail 상세확정: 복합제 주성분 중 relation 보유 성분 정확히 1개(=canonical). 복합제 고지 필요. G4 반영 대상,True,v0.7-combo-1,2026-06-12
글리베타엠정,메트포르민,201107512,글리베타엠정,글리메피리드 / 메트포르민염산염,True,메트포르민,True,1,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=201107512,nedrug.searchDrug,2026-06-12,nedrug.getItemDetail,2026-06-12,high,low,v0.7-combo-1,True,True,getItemDetail 상세확정: 복합제 주성분 중 relation 보유 성분 정확히 1개(=canonical). 복합제 고지 필요. G4 반영 대상,True,v0.7-combo-1,2026-06-12
글리스타엠정,메트포르민,201801420,글리스타엠정,글리메피리드 / 메트포르민염산염,True,메트포르민,True,1,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=201801420,nedrug.searchDrug,2026-06-12,nedrug.getItemDetail,2026-06-12,high,low,v0.7-combo-1,True,True,getItemDetail 상세확정: 복합제 주성분 중 relation 보유 성분 정확히 1개(=canonical). 복합제 고지 필요. G4 반영 대상,True,v0.7-combo-1,2026-06-12
글리시타메트엑스알서방정100/1000밀리그램,메트포르민,202201954,글리시타메트엑스알서방정100/1000밀리그램,메트포르민염산염 / 시타글립틴염산염수화물,True,메트포르민,True,1,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=202201954,nedrug.searchDrug,2026-06-12,nedrug.getItemDetail,2026-06-12,high,low,v0.7-combo-1,True,True,getItemDetail 상세확정: 복합제 주성분 중 relation 보유 성분 정확히 1개(=canonical). 복합제 고지 필요. G4 반영 대상,True,v0.7-combo-1,2026-06-12
글리시타메트엑스알서방정50/1000밀리그램,메트포르민,202201953,글리시타메트엑스알서방정50/1000밀리그램,메트포르민염산염 / 시타글립틴염산염수화물,True,메트포르민,True,1,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=202201953,nedrug.searchDrug,2026-06-12,nedrug.getItemDetail,2026-06-12,high,low,v0.7-combo-1,True,True,getItemDetail 상세확정: 복합제 주성분 중 relation 보유 성분 정확히 1개(=canonical). 복합제 고지 필요. G4 반영 대상,True,v0.7-combo-1,2026-06-12
글리시타메트엑스알서방정50/500밀리그램,메트포르민,202201952,글리시타메트엑스알서방정50/500밀리그램,메트포르민염산염 / 시타글립틴염산염수화물,True,메트포르민,True,1,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=202201952,nedrug.searchDrug,2026-06-12,nedrug.getItemDetail,2026-06-12,high,low,v0.7-combo-1,True,True,getItemDetail 상세확정: 복합제 주성분 중 relation 보유 성분 정확히 1개(=canonical). 복합제 고지 필요. G4 반영 대상,True,v0.7-combo-1,2026-06-12
글리시타메트정50/1000밀리그램,메트포르민,202204581,글리시타메트정50/1000밀리그램,메트포르민염산염 / 시타글립틴염산염수화물,True,메트포르민,True,1,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=202204581,nedrug.searchDrug,2026-06-12,nedrug.getItemDetail,2026-06-12,high,low,v0.7-combo-1,True,True,getItemDetail 상세확정: 복합제 주성분 중 relation 보유 성분 정확히 1개(=canonical). 복합제 고지 필요. G4 반영 대상,True,v0.7-combo-1,2026-06-12
글리시타메트정50/500밀리그램,메트포르민,202204580,글리시타메트정50/500밀리그램,메트포르민염산염 / 시타글립틴염산염수화물,True,메트포르민,True,1,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=202204580,nedrug.searchDrug,2026-06-12,nedrug.getItemDetail,2026-06-12,high,low,v0.7-combo-1,True,True,getItemDetail 상세확정: 복합제 주성분 중 relation 보유 성분 정확히 1개(=canonical). 복합제 고지 필요. G4 반영 대상,True,v0.7-combo-1,2026-06-12
글리시타메트정50/850밀리그램,메트포르민,202204579,글리시타메트정50/850밀리그램,메트포르민염산염 / 시타글립틴염산염수화물,True,메트포르민,True,1,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=202204579,nedrug.searchDrug,2026-06-12,nedrug.getItemDetail,2026-06-12,high,low,v0.7-combo-1,True,True,getItemDetail 상세확정: 복합제 주성분 중 relation 보유 성분 정확히 1개(=canonical). 복합제 고지 필요. G4 반영 대상,True,v0.7-combo-1,2026-06-12
"글리앙듀오정5/1000밀리그램(엠파글리플로진, 메트포르민염산염)",메트포르민,202201391,"글리앙듀오정5/1000밀리그램(엠파글리플로진, 메트포르민염산염)",메트포르민염산염 / 엠파글리플로진(무정형),True,메트포르민,True,1,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=202201391,nedrug.searchDrug,2026-06-12,nedrug.getItemDetail,2026-06-12,high,low,v0.7-combo-1,True,True,getItemDetail 상세확정: 복합제 주성분 중 relation 보유 성분 정확히 1개(=canonical). 복합제 고지 필요. G4 반영 대상,True,v0.7-combo-1,2026-06-12
"글리앙듀오정5/500밀리그램(엠파글리플로진, 메트포르민염산염)",메트포르민,202201389,"글리앙듀오정5/500밀리그램(엠파글리플로진, 메트포르민염산염)",메트포르민염산염 / 엠파글리플로진(무정형),True,메트포르민,True,1,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=202201389,nedrug.searchDrug,2026-06-12,nedrug.getItemDetail,2026-06-12,high,low,v0.7-combo-1,True,True,getItemDetail 상세확정: 복합제 주성분 중 relation 보유 성분 정확히 1개(=canonical). 복합제 고지 필요. G4 반영 대상,True,v0.7-combo-1,2026-06-12
"글리앙듀오정5/850밀리그램(엠파글리플로진, 메트포르민염산염)",메트포르민,202201390,"글리앙듀오정5/850밀리그램(엠파글리플로진, 메트포르민염산염)",메트포르민염산염 / 엠파글리플로진(무정형),True,메트포르민,True,1,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=202201390,nedrug.searchDrug,2026-06-12,nedrug.getItemDetail,2026-06-12,high,low,v0.7-combo-1,True,True,getItemDetail 상세확정: 복합제 주성분 중 relation 보유 성분 정확히 1개(=canonical). 복합제 고지 필요. G4 반영 대상,True,v0.7-combo-1,2026-06-12
글리엠정2/500밀리그램,메트포르민,201107274,글리엠정2/500밀리그램,글리메피리드 / 메트포르민염산염,True,메트포르민,True,1,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=201107274,nedrug.searchDrug,2026-06-12,nedrug.getItemDetail,2026-06-12,high,low,v0.7-combo-1,True,True,getItemDetail 상세확정: 복합제 주성분 중 relation 보유 성분 정확히 1개(=canonical). 복합제 고지 필요. G4 반영 대상,True,v0.7-combo-1,2026-06-12
글리젠타듀오정2.5/850밀리그램,메트포르민,201902225,글리젠타듀오정2.5/850밀리그램,리나글립틴 / 메트포르민염산염,True,메트포르민,True,1,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=201902225,nedrug.searchDrug,2026-06-12,nedrug.getItemDetail,2026-06-12,high,low,v0.7-combo-1,True,True,getItemDetail 상세확정: 복합제 주성분 중 relation 보유 성분 정확히 1개(=canonical). 복합제 고지 필요. G4 반영 대상,True,v0.7-combo-1,2026-06-12
대웅알렌드로네이트디정,알렌드론산,201403317,대웅알렌드로네이트디정,농축콜레칼시페롤분말 / 알렌드론산나트륨수화물,True,알렌드론산,True,1,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=201403317,nedrug.searchDrug,2026-06-11,nedrug.getItemDetail,2026-06-12,high,low,v0.7-combo-1,True,True,getItemDetail 상세확정: 복합제 주성분 중 relation 보유 성분 정확히 1개(=canonical). 복합제 고지 필요. G4 반영 대상,True,v0.7-combo-1,2026-06-12
마빌더블유플러스정,알렌드론산,201307574,마빌더블유플러스정,알렌드론산나트륨삼수화물 / 콜레칼시페롤농축분말,True,알렌드론산,True,1,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=201307574,nedrug.searchDrug,2026-06-11,nedrug.getItemDetail,2026-06-12,high,low,v0.7-combo-1,True,True,getItemDetail 상세확정: 복합제 주성분 중 relation 보유 성분 정확히 1개(=canonical). 복합제 고지 필요. G4 반영 대상,True,v0.7-combo-1,2026-06-12
맥스마빌장용정,알렌드론산,200000363,맥스마빌장용정,알렌드론산나트륨수화물 / 칼시트리올,True,알렌드론산,True,1,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=200000363,nedrug.searchDrug,2026-06-11,nedrug.getItemDetail,2026-06-12,high,low,v0.7-combo-1,True,True,getItemDetail 상세확정: 복합제 주성분 중 relation 보유 성분 정확히 1개(=canonical). 복합제 고지 필요. G4 반영 대상,True,v0.7-combo-1,2026-06-12
보나맥스플러스디정,알렌드론산,201203101,보나맥스플러스디정,농축콜레칼시페롤(분말형) / 알렌드론산나트륨수화물,True,알렌드론산,True,1,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=201203101,nedrug.searchDrug,2026-06-11,nedrug.getItemDetail,2026-06-12,high,low,v0.7-combo-1,True,True,getItemDetail 상세확정: 복합제 주성분 중 relation 보유 성분 정확히 1개(=canonical). 복합제 고지 필요. G4 반영 대상,True,v0.7-combo-1,2026-06-12
보노맥스플러스디정,알렌드론산,201405290,보노맥스플러스디정,알렌드론산나트륨삼수화물 / 콜레칼시페롤농축분말,True,알렌드론산,True,1,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=201405290,nedrug.searchDrug,2026-06-11,nedrug.getItemDetail,2026-06-12,high,low,v0.7-combo-1,True,True,getItemDetail 상세확정: 복합제 주성분 중 relation 보유 성분 정확히 1개(=canonical). 복합제 고지 필요. G4 반영 대상,True,v0.7-combo-1,2026-06-12
본필플러스디정,알렌드론산,201406151,본필플러스디정,농축콜레칼시페롤분말 / 알렌드론산나트륨수화물,True,알렌드론산,True,1,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=201406151,nedrug.searchDrug,2026-06-11,nedrug.getItemDetail,2026-06-12,high,low,v0.7-combo-1,True,True,getItemDetail 상세확정: 복합제 주성분 중 relation 보유 성분 정확히 1개(=canonical). 복합제 고지 필요. G4 반영 대상,True,v0.7-combo-1,2026-06-12
알드맥플러스디정,알렌드론산,201603802,알드맥플러스디정,알렌드론산나트륨삼수화물 / 콜레칼시페롤농축분말,True,알렌드론산,True,1,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=201603802,nedrug.searchDrug,2026-06-11,nedrug.getItemDetail,2026-06-12,high,low,v0.7-combo-1,True,True,getItemDetail 상세확정: 복합제 주성분 중 relation 보유 성분 정확히 1개(=canonical). 복합제 고지 필요. G4 반영 대상,True,v0.7-combo-1,2026-06-12
알레론플러스디정,알렌드론산,201502292,알레론플러스디정,농축콜레칼시페롤분말 / 알렌드론산나트륨수화물,True,알렌드론산,True,1,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=201502292,nedrug.searchDrug,2026-06-11,nedrug.getItemDetail,2026-06-12,high,low,v0.7-combo-1,True,True,getItemDetail 상세확정: 복합제 주성분 중 relation 보유 성분 정확히 1개(=canonical). 복합제 고지 필요. G4 반영 대상,True,v0.7-combo-1,2026-06-12
알렌드로스플러스디정,알렌드론산,201203485,알렌드로스플러스디정,농축콜레칼시페롤(분말형) / 알렌드론산나트륨수화물,True,알렌드론산,True,1,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=201203485,nedrug.searchDrug,2026-06-11,nedrug.getItemDetail,2026-06-12,high,low,v0.7-combo-1,True,True,getItemDetail 상세확정: 복합제 주성분 중 relation 보유 성분 정확히 1개(=canonical). 복합제 고지 필요. G4 반영 대상,True,v0.7-combo-1,2026-06-12
알렌드로플러스디정,알렌드론산,201309508,알렌드로플러스디정,농축콜레칼시페롤분말 / 알렌드론산나트륨수화물,True,알렌드론산,True,1,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=201309508,nedrug.searchDrug,2026-06-11,nedrug.getItemDetail,2026-06-12,high,low,v0.7-combo-1,True,True,getItemDetail 상세확정: 복합제 주성분 중 relation 보유 성분 정확히 1개(=canonical). 복합제 고지 필요. G4 반영 대상,True,v0.7-combo-1,2026-06-12
알렌드론플러스디정,알렌드론산,201507818,알렌드론플러스디정,알렌드론산나트륨삼수화물 / 콜레칼시페롤농축분말,True,알렌드론산,True,1,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=201507818,nedrug.searchDrug,2026-06-11,nedrug.getItemDetail,2026-06-12,high,low,v0.7-combo-1,True,True,getItemDetail 상세확정: 복합제 주성분 중 relation 보유 성분 정확히 1개(=canonical). 복합제 고지 필요. G4 반영 대상,True,v0.7-combo-1,2026-06-12
알렌드본플러스디정,알렌드론산,201506027,알렌드본플러스디정,알렌드론산나트륨삼수화물 / 콜레칼시페롤농축분말,True,알렌드론산,True,1,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=201506027,nedrug.searchDrug,2026-06-11,nedrug.getItemDetail,2026-06-12,high,low,v0.7-combo-1,True,True,getItemDetail 상세확정: 복합제 주성분 중 relation 보유 성분 정확히 1개(=canonical). 복합제 고지 필요. G4 반영 대상,True,v0.7-combo-1,2026-06-12
알렌드플러스디정,알렌드론산,201505935,알렌드플러스디정,농축콜레칼시페롤분말 / 알렌드론산나트륨수화물,True,알렌드론산,True,1,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=201505935,nedrug.searchDrug,2026-06-11,nedrug.getItemDetail,2026-06-12,high,low,v0.7-combo-1,True,True,getItemDetail 상세확정: 복합제 주성분 중 relation 보유 성분 정확히 1개(=canonical). 복합제 고지 필요. G4 반영 대상,True,v0.7-combo-1,2026-06-12
알렌맥스플러스디정,알렌드론산,201110502,알렌맥스플러스디정,알렌드론산나트륨삼수화물 / 콜레칼시페롤농축분말,True,알렌드론산,True,1,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=201110502,nedrug.searchDrug,2026-06-11,nedrug.getItemDetail,2026-06-12,high,low,v0.7-combo-1,True,True,getItemDetail 상세확정: 복합제 주성분 중 relation 보유 성분 정확히 1개(=canonical). 복합제 고지 필요. G4 반영 대상,True,v0.7-combo-1,2026-06-12
알렌탑플러스디정,알렌드론산,201308588,알렌탑플러스디정,농축콜레칼시페롤(분말형) / 알렌드론산나트륨수화물,True,알렌드론산,True,1,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=201308588,nedrug.searchDrug,2026-06-11,nedrug.getItemDetail,2026-06-12,high,low,v0.7-combo-1,True,True,getItemDetail 상세확정: 복합제 주성분 중 relation 보유 성분 정확히 1개(=canonical). 복합제 고지 필요. G4 반영 대상,True,v0.7-combo-1,2026-06-12
"알렌트플러스디정(알렌드론산나트륨삼수화물,콜레칼시페롤농축분말)",알렌드론산,201406187,"알렌트플러스디정(알렌드론산나트륨삼수화물,콜레칼시페롤농축분말)",알렌드론산나트륨삼수화물 / 콜레칼시페롤농축분말,True,알렌드론산,True,1,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=201406187,nedrug.searchDrug,2026-06-11,nedrug.getItemDetail,2026-06-12,high,low,v0.7-combo-1,True,True,getItemDetail 상세확정: 복합제 주성분 중 relation 보유 성분 정확히 1개(=canonical). 복합제 고지 필요. G4 반영 대상,True,v0.7-combo-1,2026-06-12
알렌포스플러스디정,알렌드론산,201203534,알렌포스플러스디정,농축콜레칼시페롤과립 / 알렌드론산나트륨삼수화물,True,알렌드론산,True,1,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=201203534,nedrug.searchDrug,2026-06-11,nedrug.getItemDetail,2026-06-12,high,low,v0.7-combo-1,True,True,getItemDetail 상세확정: 복합제 주성분 중 relation 보유 성분 정확히 1개(=canonical). 복합제 고지 필요. G4 반영 대상,True,v0.7-combo-1,2026-06-12
알로네이트플러스정,알렌드론산,201405282,알로네이트플러스정,농축콜레칼시페롤분말 / 알렌드론산나트륨수화물,True,알렌드론산,True,1,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=201405282,nedrug.searchDrug,2026-06-11,nedrug.getItemDetail,2026-06-12,high,low,v0.7-combo-1,True,True,getItemDetail 상세확정: 복합제 주성분 중 relation 보유 성분 정확히 1개(=canonical). 복합제 고지 필요. G4 반영 대상,True,v0.7-combo-1,2026-06-12
